,COEFF,QUARTER,REFYEAR,REFWEEK,COUNTRY,DEGURBA,HHTYPE,HHINST,INTWAVE,INTQUEST,REM,YEAR,HHPRIV,SEX,AGE,NATIONAL,YEARESID,COUNTRYB,PROXY,NOWKREAS,STAPRO,SIGNISAL,COUNTRYW,YSTARTWK,MSTARTWK,FTPT,TEMP,TEMPDUR,HWUSUAL,HWACTUAL,HWOVERP,HWOVERPU,HOURREAS,WISHMORE,HWWISH,LOOKOJ,EXIST2J,STAPRO2J,HWACTUA2,EXISTPR,YEARPR,MONTHPR,STAPROPR,SEEKWORK,SEEKTYPE,SEEKDUR,METHODA,METHODB,METHODC,METHODD,METHODE,METHODF,METHODG,METHODH,METHODI,METHODJ,METHODK,METHODL,METHODM,WANTWORK,AVAILBLE,EDUCSTAT,EDUCLEVL,COURATT,COURLEN,ILOSTAT,DURUNE,EDUC4WN,HATLEV1D,STARTIME,LEAVCLAS,NACE1D,NACE2J1D,NACEPR1D,HATVOC,EDUCVOC,nace2j1d_g,nacepr1d_g
7603,0.1344092523,_A,2004,21,DK,0.0,1,9,1.0,2,5,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2001.0,99.0,2.0,2.0,1.0,14.0,4.0,,,7.0,1.0,37.0,1.0,2.0,5.0,0.0,9.0,9999.0,99,9.0,9,3.0,3.0,1,0,1,1,0,0,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,36.0,,,,9.0,9,9,,9.0
7615,0.1136959544,_A,2004,15,DK,,1,9,3.0,2,4,2004,1,1,47.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2001.0,99,5.0,4,3.0,3.0,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,1.0,37.0,2.0,3.0,1.0,M,999.0,7.0,9.0,9.0,,9,9,9.0,
7656,0.3867734254,_A,2004,18,DK,0.0,1,9,2.0,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2000.0,99.0,1.0,1.0,9.0,37.0,37.0,,,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,1.0,8.0,1.0,9.0,1.0,H,48.0,,,9.0,9.0,9,9,9.0,9.0
7659,0.5649239439,_A,2004,24,DK,0.0,1,9,2.0,2,6,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2002.0,7,5.0,4,3.0,2.0,0,0,0,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,2.0,0.0,M,999.0,6.0,9.0,9.0,,9,9,9.0,
7666,0.4398225299,_A,2004,14,DK,0.0,1,9,2.0,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2000.0,99.0,1.0,1.0,9.0,38.0,38.0,,,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,3.0,0,0,0,1,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,1.0,5.0,1.0,9.0,1.0,M,48.0,,,9.0,9.0,9,9,9.0,9.0
7687,0.0536928121,_A,2004,20,DK,0.0,1,9,3.0,2,5,2004,1,2,32.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2002.0,3,5.0,4,3.0,2.0,1,0,0,0,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,1.0,8.0,2.0,2.0,1.0,H,999.0,7.0,9.0,9.0,,9,9,9.0,
7694,0.0831624822,_A,2004,21,DK,0.0,1,9,3.0,2,5,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2002.0,5.0,1.0,2.0,4.0,43.0,50.0,,,16.0,,40.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,H,24.0,,,9.0,9.0,9,9,9.0,9.0
7695,0.5461152368,_A,2004,20,DK,3.0,1,9,3.0,2,5,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,0.0,9999.0,99,9.0,4,3.0,1.0,0,0,1,0,1,1,0,0,0,0,0,0,0,9.0,2,1.0,3.0,2.0,999.0,3.0,9.0,1.0,L,999.0,,9.0,9.0,9.0,9,9,9.0,9.0
7710,0.0745822316,_A,2004,18,DK,0.0,1,9,3.0,2,4,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,4,5.0,4,5.0,2.0,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,2.0,0.0,H,999.0,5.0,9.0,9.0,,9,9,9.0,
7732,0.0679944833,_A,2004,16,DK,,1,9,3.0,2,4,2004,1,1,65.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,,99,9.0,4,2.0,3.0,1,1,1,1,1,1,0,1,0,0,0,0,0,9.0,1,2.0,9.0,1.0,100.0,2.0,3.0,1.0,M,999.0,,9.0,9.0,9.0,9,9,9.0,9.0
7766,0.3969829634,_A,2004,20,DK,3.0,1,9,3.0,2,5,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2004.0,3,5.0,4,2.0,1.0,1,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,1.0,0.0,L,999.0,2.0,9.0,9.0,,9,9,9.0,
7784,0.4114574657,_A,2004,15,DK,0.0,1,9,3.0,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2002.0,5.0,1.0,1.0,9.0,48.0,28.0,,,12.0,,30.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,5.0,1.0,1,0,1,1,1,1,0,0,0,1,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,23.0,,,9.0,9.0,9,9,9.0,9.0
7809,0.5329232315,_A,2004,19,DK,0.0,1,9,3.0,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2003.0,8.0,2.0,1.0,9.0,10.0,10.0,,,97.0,1.0,27.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,4.0,1.0,0,0,1,0,1,1,0,0,0,0,0,0,0,9.0,2,1.0,5.0,2.0,999.0,1.0,9.0,1.0,M,9.0,,,9.0,9.0,9,9,9.0,9.0
7814,0.432437871,_A,2004,20,DK,0.0,1,9,1.0,2,5,2004,1,2,47.0,000-OWN COUNTRY,11.0,005-EU28,2.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2004.0,2,5.0,4,3.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,1.0,0.0,M,999.0,3.0,9.0,9.0,,9,9,9.0,
7829,0.3666535306,_A,2004,18,DK,0.0,1,9,2.0,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2001.0,99.0,1.0,1.0,9.0,37.0,37.0,,,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,H,36.0,,,9.0,9.0,9,9,9.0,9.0
7837,0.1526314209,_A,2004,21,DK,0.0,1,9,2.0,2,5,2004,1,1,32.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,8,5.0,4,2.0,2.0,1,0,1,1,1,1,0,1,0,1,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,2.0,0.0,M,999.0,4.0,9.0,9.0,,9,9,9.0,
7851,0.0571640254,_A,2004,21,DK,3.0,1,9,2.0,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,8,5.0,4,3.0,2.0,1,0,0,0,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,2.0,0.0,H,999.0,4.0,9.0,9.0,,9,9,9.0,
7852,0.4046892453,_A,2004,23,DK,0.0,1,9,3.0,2,6,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2003.0,12.0,1.0,2.0,1.0,37.0,8.0,,,4.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,2.0,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,L,6.0,,,9.0,9.0,9,9,9.0,9.0
7866,0.1008497707,_A,2004,24,DK,0.0,1,9,2.0,2,6,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2004.0,4,5.0,4,3.0,1.0,1,0,1,1,1,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,1.0,8.0,2.0,1.0,1.0,M,999.0,2.0,9.0,9.0,,9,9,9.0,
7879,0.0982463215,_A,2004,26,DK,,1,9,2.0,2,6,2004,1,2,32.0,000-OWN COUNTRY,11.0,005-EU28,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,8,5.0,4,,3.0,1,0,1,0,1,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,2.0,0.0,H,999.0,4.0,9.0,9.0,,9,9,9.0,
7891,0.4042092724,_A,2004,23,DK,0.0,1,9,1.0,2,6,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2000.0,99,5.0,4,4.0,1.0,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,1.0,0.0,L,999.0,8.0,9.0,9.0,,9,9,9.0,
7892,0.3802445636,_A,2004,24,DK,0.0,1,9,1.0,2,6,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2002.0,2.0,1.0,2.0,4.0,42.0,36.0,,,7.0,,37.0,1.0,2.0,0.0,8.0,9.0,9999.0,99,9.0,9,,3.0,0,0,0,1,1,0,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,H,28.0,,,,9.0,9,9,,9.0
7910,0.678869663,_A,2004,23,DK,3.0,1,9,1.0,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,8,5.0,4,NO ANSWER,2000.0,99.0,1.0,1.0,9.0,37.0,0.0,,,99.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,3.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,1.0,8.0,1.0,9.0,1.0,M,48.0,,,9.0,9.0,9,9,9.0,9.0
7920,0.1638144096,_A,2004,23,DK,0.0,1,9,2.0,2,6,2004,1,1,32.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,10,5.0,4,2.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,1.0,0.0,L,999.0,4.0,9.0,9.0,,9,9,9.0,
7923,0.0380982972,_A,2004,22,DK,0.0,1,9,1.0,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2004.0,4.0,1.0,2.0,2.0,37.0,37.0,,,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,3.0,2.0,0,0,0,1,1,1,0,0,0,0,0,0,0,9.0,2,1.0,5.0,2.0,999.0,1.0,9.0,1.0,H,1.0,,,9.0,9.0,9,9,9.0,9.0
7931,0.0899788222,_A,2004,23,DK,0.0,1,9,3.0,2,6,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,3,5.0,4,2.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,3.0,0.0,M,999.0,5.0,9.0,9.0,,9,9,9.0,
7942,0.0719928302,_A,2004,15,DK,3.0,1,9,3.0,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2004.0,3.0,1.0,2.0,2.0,37.0,23.0,,,12.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,3.0,2.0,1,0,1,1,0,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,1.0,,,9.0,9.0,9,9,9.0,9.0
7948,0.0684538452,_A,2004,14,DK,0.0,1,9,1.0,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,6,5.0,4,3.0,2.0,1,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,1.0,13.0,2.0,2.0,1.0,H,999.0,4.0,9.0,9.0,,9,9,9.0,
7951,0.0891078237,_A,2004,25,DK,3.0,1,9,2.0,2,6,2004,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2004.0,4,5.0,4,2.0,1.0,1,0,0,0,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,1.0,0.0,M,999.0,2.0,9.0,9.0,,9,9,9.0,
7954,0.063299062,_A,2004,23,DK,0.0,1,9,1.0,2,6,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,10,5.0,4,3.0,2.0,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,1.0,80.0,2.0,2.0,1.0,H,999.0,4.0,9.0,9.0,,9,9,9.0,
7957,0.0580381101,_A,2004,26,DK,3.0,1,9,3.0,2,6,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2003.0,6.0,1.0,1.0,9.0,35.0,35.0,,,97.0,1.0,37.0,1.0,2.0,5.0,0.0,9.0,9999.0,99,9.0,9,2.0,3.0,0,0,0,1,1,1,0,0,0,0,0,0,0,9.0,2,1.0,5.0,2.0,999.0,1.0,9.0,1.0,H,12.0,,,,9.0,9,9,,9.0
7978,0.1189697601,_A,2004,23,DK,3.0,1,9,2.0,2,6,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,0.0,9999.0,99,9.0,4,2.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,1.0,120.0,2.0,3.0,1.0,M,999.0,,9.0,9.0,9.0,9,9,9.0,9.0
7980,0.0906021662,_A,2004,22,DK,3.0,1,9,2.0,2,5,2004,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2002.0,7,5.0,4,2.0,3.0,1,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,3.0,0.0,M,999.0,6.0,9.0,9.0,,9,9,9.0,
8027,0.5601366373,_A,2004,15,DK,0.0,1,9,2.0,2,4,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2004.0,1.0,1.0,1.0,9.0,40.0,16.0,,,12.0,,40.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,,1.0,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,3.0,,,9.0,9.0,9,9,9.0,9.0
8035,0.5827444217,_A,2004,23,DK,0.0,1,9,3.0,2,6,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,0.0,9999.0,99,9.0,4,5.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,1.0,3.0,1.0,10.0,2.0,1.0,1.0,L,999.0,,9.0,9.0,9.0,9,9,9.0,9.0
8055,0.5178441437,_A,2004,25,DK,0.0,1,9,3.0,2,6,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,7,5.0,4,000-OWN COUNTRY,2004.0,1.0,1.0,2.0,3.0,37.0,0.0,,,99.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,1.0,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,5.0,,,9.0,9.0,9,9,9.0,9.0
8057,0.5415632645,_A,2004,23,DK,0.0,1,9,2.0,2,6,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,8,5.0,4,000-OWN COUNTRY,2004.0,2.0,1.0,1.0,9.0,30.0,0.0,,,99.0,1.0,40.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,1.0,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,4.0,,,9.0,9.0,9,9,9.0,9.0
8078,0.3726873097,_A,2004,20,DK,0.0,1,9,1.0,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2003.0,11.0,2.0,1.0,9.0,25.0,30.0,,,16.0,0.0,37.0,1.0,2.0,5.0,15.0,9.0,9999.0,99,9.0,9,2.0,3.0,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,9,2.0,9.0,2.0,999.0,1.0,9.0,0.0,H,6.0,,,,9.0,9,9,,9.0
8084,0.0901998025,_A,2004,18,DK,0.0,1,9,1.0,2,4,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2002.0,12,5.0,4,2.0,3.0,1,0,1,0,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,1.0,15.0,2.0,3.0,1.0,M,999.0,5.0,9.0,9.0,,9,9,9.0,
8087,0.0724678903,_A,2004,22,DK,0.0,1,9,1.0,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2004.0,2.0,2.0,1.0,9.0,28.0,16.0,,,8.0,1.0,25.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,4.0,2.0,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,1.0,4.0,1.0,9.0,1.0,L,3.0,,,9.0,9.0,9,9,9.0,9.0
8090,0.1521781032,_A,2004,25,DK,0.0,1,9,2.0,2,6,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,1997.0,99.0,2.0,1.0,9.0,25.0,25.0,,,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,84.0,,,9.0,9.0,9,9,9.0,9.0
8115,0.1052688128,_A,2004,18,DK,0.0,1,9,3.0,2,4,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2004.0,4.0,1.0,1.0,9.0,30.0,30.0,,,97.0,1.0,35.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,3.0,3.0,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,L,0.0,,,9.0,9.0,9,9,9.0,9.0
8118,0.1058720887,_A,2004,21,DK,0.0,1,9,1.0,2,5,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,5.0,9,000-OWN COUNTRY,2004.0,4.0,1.0,2.0,3.0,37.0,37.0,,,97.0,1.0,31.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,3.0,3.0,1,0,0,1,0,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,1.0,,,9.0,9.0,9,9,9.0,9.0
8130,0.0922519288,_A,2004,17,DK,0.0,1,9,3.0,2,4,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2004.0,3,5.0,4,3.0,3.0,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,1.0,90.0,2.0,1.0,1.0,L,999.0,2.0,9.0,9.0,,9,9,9.0,
8138,0.086091032,_A,2004,14,DK,3.0,1,9,1.0,2,4,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2004.0,1,5.0,4,2.0,1.0,1,0,1,0,1,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,1.0,0.0,M,999.0,3.0,9.0,9.0,,9,9,9.0,
8147,0.0564596107,_A,2004,26,DK,0.0,1,9,2.0,2,6,2004,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,4,5.0,4,2.0,3.0,1,0,1,0,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,3.0,0.0,H,999.0,5.0,9.0,9.0,,9,9,9.0,
8151,0.442912191,_A,2004,22,DK,0.0,1,9,3.0,2,5,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2003.0,8.0,1.0,1.0,9.0,37.0,37.0,,,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,1.0,0,0,0,1,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,9.0,,,9.0,9.0,9,9,9.0,9.0
8152,0.0863988877,_A,2004,24,DK,0.0,1,9,2.0,2,6,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2002.0,6,5.0,4,2.0,3.0,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,3.0,0.0,M,999.0,7.0,9.0,9.0,,9,9,9.0,
8157,0.0676287464,_A,2004,25,DK,0.0,1,9,2.0,2,6,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,7,5.0,4,000-OWN COUNTRY,2003.0,8.0,1.0,1.0,9.0,37.0,0.0,,,99.0,1.0,30.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,4.0,3.0,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,H,10.0,,,9.0,9.0,9,9,9.0,9.0
