,COEFF,QUARTER,REFYEAR,REFWEEK,INTWEEK,COUNTRY,DEGURBA,HHTYPE,HHINST,INTWAVE,INTQUEST,REM,YEAR,HHPRIV,SEX,AGE,NATIONAL,YEARESID,COUNTRYB,PROXY,NOWKREAS,STAPRO,SIGNISAL,COUNTRYW,YSTARTWK,MSTARTWK,FTPT,TEMP,TEMPDUR,HWUSUAL,HWACTUAL,HWOVERP,HWOVERPU,HOURREAS,WISHMORE,HWWISH,LOOKOJ,EXIST2J,STAPRO2J,HWACTUA2,EXISTPR,YEARPR,MONTHPR,STAPROPR,SEEKWORK,SEEKTYPE,SEEKDUR,METHODA,METHODB,METHODC,METHODD,METHODE,METHODF,METHODG,METHODH,METHODI,METHODJ,METHODK,METHODL,WANTWORK,AVAILBLE,EDUCSTAT,EDUCLEVL,COURATT,COURLEN,ILOSTAT,DURUNE,EDUC4WN,HATLEV1D,STARTIME,LEAVCLAS,NACE1D,NACE2J1D,NACEPR1D,HHNBPERS,HATVOC,EDUCVOC,nace2j1d_g,nacepr1d_g
74521,0.2308355301,_A,2004,17,18,ES,3.0,1,9,2,2,4,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,4.0,5.0,4,3.0,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,L,999,1.0,9.0,9.0,,05,9,9,9.0,
74550,0.1667982183,_A,2004,14,17,ES,0.0,1,9,5,2,4,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,9.0,5.0,4,3.0,2.0,1,0,1,1,0,0,0,0,0,1,0.0,0,9.0,1,2,9.0,2.0,999.0,2,2.0,0,L,999,4.0,9.0,9.0,,04,9,9,9.0,
74554,0.448983732,_A,2004,14,17,ES,0.0,1,9,1,2,4,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2001,99.0,0.0,4,3.0,3.0,1,0,1,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,L,999,7.0,9.0,9.0,,03,9,9,9.0,
74580,0.1511735676,_A,2004,23,25,ES,3.0,1,9,3,2,6,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,2.0,5.0,4,3.0,1.0,1,0,1,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,L,999,3.0,9.0,9.0,,04,9,9,9.0,
74589,0.2563645312,_A,2004,20,21,ES,0.0,1,9,3,2,5,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,4.0,5.0,4,2.0,1.0,0,0,1,1,1,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,H,999,2.0,9.0,9.0,,04,9,9,9.0,
74591,0.1705551876,_A,2004,23,24,ES,3.0,1,9,5,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,1.0,5.0,4,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,H,999,3.0,9.0,9.0,,05,9,9,9.0,
74603,0.1595618417,_A,2004,17,18,ES,0.0,1,9,1,2,4,2004,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2002,10.0,5.0,4,2.0,3.0,1,0,1,1,0,1,1,0,0,1,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,L,999,6.0,9.0,9.0,,04,9,9,9.0,
74607,0.240871033,_A,2004,15,16,ES,0.0,1,9,3,2,4,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2001,99.0,5.0,4,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,L,999,7.0,9.0,9.0,,04,9,9,9.0,
74616,0.2658575647,_A,2004,24,25,ES,0.0,1,9,1,2,6,2004,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,0.0,9,000-OWN COUNTRY,1984,99.0,1,9,9.0,50,50,99.0,99.0,97,,50.0,1,1,9.0,99,9,9999,99.0,9.0,9,2.0,3.0,1,0,1,0,0,1,0,0,1,0,0.0,0,9.0,9,2,9.0,2.0,999.0,1,9.0,0,L,240,,,9.0,9.0,05,9,9,9.0,9.0
74619,1.0082114319,_A,2004,15,17,ES,0.0,1,9,6,2,4,2004,1,1,20.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,3.0,5.0,4,3.0,1.0,0,0,1,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,H,999,2.0,9.0,9.0,,,9,9,9.0,
74664,0.1749092246,_A,2004,18,19,ES,3.0,1,9,2,2,4,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,2.0,1.0,1,0,1,1,0,0,0,0,0,0,,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,L,999,,9.0,9.0,9.0,05,9,9,9.0,9.0
74678,0.1697046988,_A,2004,18,19,ES,3.0,1,9,2,2,4,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,1.0,5.0,4,6.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,M,999,3.0,9.0,9.0,,05,9,9,9.0,
74694,0.1249014346,_A,2004,20,21,ES,0.0,1,9,4,2,5,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2003,1.0,2,2,4.0,20,20,,,97,1.0,38.0,1,1,9.0,99,9,9999,99.0,9.0,9,2.0,3.0,0,0,1,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,1,9.0,0,M,16,,,9.0,9.0,03,9,9,9.0,9.0
74700,0.6681328043,_A,2004,14,15,ES,0.0,1,9,1,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,1997,99.0,5.0,4,3.0,1.0,1,0,1,1,0,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,H,999,8.0,9.0,9.0,,03,9,9,9.0,
74726,0.5371547371,_A,2004,15,16,ES,0.0,1,9,5,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,1998,99.0,5.0,4,6.0,2.0,0,0,0,0,0,0,1,0,0,0,0.0,0,9.0,1,1,5.0,2.0,999.0,2,2.0,1,M,999,8.0,9.0,9.0,,04,9,9,9.0,
74749,0.3711977538,_A,2004,15,16,ES,0.0,1,9,4,2,4,2004,1,2,20.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2002,11.0,5.0,4,6.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,M,999,5.0,9.0,9.0,,6+,9,9,9.0,
74761,0.2682479705,_A,2004,22,23,ES,0.0,1,9,2,2,5,2004,1,2,32.0,NO ANSWER,,005-EU28,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,3.0,5.0,4,6.0,3.0,0,0,1,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,L,999,5.0,9.0,9.0,,04,9,9,9.0,
74764,0.14579139,_A,2004,21,22,ES,0.0,1,9,3,2,5,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,4.0,5.0,4,3.0,1.0,0,0,1,1,0,0,0,0,0,1,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,M,999,2.0,9.0,9.0,,02,9,9,9.0,
74773,0.1184480449,_A,2004,17,18,ES,0.0,1,9,1,2,4,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2001,99.0,2,1,9.0,20,21,,,16,0.0,20.0,1,1,9.0,99,9,9999,99.0,9.0,9,2.0,2.0,0,0,1,1,0,1,0,0,0,0,0.0,0,9.0,9,1,3.0,2.0,999.0,1,9.0,1,L,36,,,9.0,9.0,03,9,9,9.0,9.0
74781,0.4507919524,_A,2004,24,25,ES,0.0,1,9,6,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,10.0,5.0,4,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,H,999,4.0,9.0,9.0,,03,9,9,9.0,
74784,0.4841448729,_A,2004,17,18,ES,0.0,1,9,6,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2004,3.0,1,2,3.0,40,32,,,12,,40.0,1,1,9.0,99,9,9999,99.0,9.0,9,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0.0,0,9.0,9,2,9.0,2.0,999.0,1,9.0,0,M,1,,,9.0,9.0,04,9,9,9.0,9.0
74785,0.1305905177,_A,2004,24,25,ES,0.0,1,9,6,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,7.0,5.0,4,6.0,2.0,1,0,1,1,0,0,0,0,0,1,0.0,0,9.0,1,2,9.0,2.0,999.0,2,2.0,0,L,999,4.0,9.0,9.0,,04,9,9,9.0,
74791,0.1883840625,_A,2004,14,15,ES,0.0,1,9,1,2,4,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,1994,99.0,9.0,4,6.0,3.0,1,0,0,0,0,0,0,0,0,1,0.0,0,9.0,1,2,9.0,1.0,,2,3.0,1,L,999,8.0,9.0,9.0,9.0,04,9,9,9.0,9.0
74807,0.3300752291,_A,2004,17,18,ES,0.0,1,9,3,2,4,2004,1,2,65.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2001,99.0,5.0,4,6.0,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,L,999,7.0,9.0,9.0,,03,9,9,9.0,
74820,0.9846794063,_A,2004,14,15,ES,0.0,1,9,5,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,1.0,5.0,4,3.0,1.0,1,0,1,1,0,1,0,0,0,1,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,L,999,3.0,9.0,9.0,,05,9,9,9.0,
74824,0.1843840056,_A,2004,17,18,ES,3.0,1,9,6,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,9.0,5.0,4,4.0,2.0,0,0,1,1,0,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,2.0,0,M,999,4.0,9.0,9.0,,04,9,9,9.0,
74836,0.1928178415,_A,2004,20,21,ES,0.0,1,9,3,2,5,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,4.0,5.0,4,6.0,1.0,0,0,0,1,0,0,0,0,0,1,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,L,999,2.0,9.0,9.0,,05,9,9,9.0,
74855,0.1480759715,_A,2004,25,26,ES,0.0,1,9,4,2,6,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2001,99.0,1,1,9.0,35,35,,,97,0.0,35.0,1,1,9.0,99,9,9999,99.0,9.0,9,2.0,3.0,0,0,0,0,0,1,0,0,0,0,0.0,1,9.0,9,2,9.0,1.0,,1,9.0,1,H,36,,,9.0,9.0,02,9,9,9.0,9.0
74882,0.2856135114,_A,2004,24,25,ES,3.0,1,9,4,2,6,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2004,4.0,1,2,3.0,40,40,,,97,,40.0,1,1,9.0,99,9,9999,99.0,9.0,9,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,9,2,9.0,1.0,,1,9.0,1,H,2,,,9.0,9.0,02,9,9,9.0,9.0
74885,0.1836748861,_A,2004,17,18,ES,0.0,1,9,5,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,6.0,1.0,0,0,1,0,0,0,0,0,0,1,1.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,M,999,,9.0,9.0,9.0,03,9,9,9.0,9.0
74891,0.609113507,_A,2004,14,15,ES,0.0,1,9,3,2,4,2004,1,2,32.0,NO ANSWER,,NO ANSWER,1.0,99,5.0,9,000-OWN COUNTRY,2004,3.0,2,2,,0,8,,,2,1.0,48.0,1,2,5.0,0,9,9999,99.0,9.0,9,6.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,1,9.0,0,H,1,,,,9.0,04,9,9,,9.0
74931,0.2884685361,_A,2004,18,19,ES,0.0,1,9,6,2,4,2004,1,2,47.0,NO ANSWER,,NO ANSWER,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,9.0,0.0,4,6.0,2.0,0,0,1,1,0,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,2.0,0,H,999,4.0,9.0,9.0,,02,9,9,9.0,
74951,0.527530939,_A,2004,25,26,ES,0.0,1,9,6,2,6,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2001,99.0,5.0,4,3.0,3.0,0,0,0,1,0,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,L,999,7.0,9.0,9.0,,04,9,9,9.0,
74963,0.116482774,_A,2004,16,22,ES,3.0,1,9,3,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,12.0,5.0,4,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,L,999,3.0,9.0,9.0,,04,9,9,9.0,
75003,0.7772121893,_A,2004,17,21,ES,0.0,1,9,2,2,4,2004,1,2,32.0,NO ANSWER,,NO ANSWER,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,3.0,5.0,4,3.0,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,M,999,2.0,9.0,9.0,,03,9,9,9.0,
75015,0.1945883181,_A,2004,24,25,ES,3.0,1,9,1,2,6,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,3.0,5.0,4,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,L,999,3.0,9.0,9.0,,04,9,9,9.0,
75061,0.3348953364,_A,2004,20,21,ES,0.0,1,9,6,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,6.0,5.0,4,6.0,2.0,0,0,0,1,0,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,2.0,0,L,999,4.0,9.0,9.0,,03,9,9,9.0,
75110,0.2020544136,_A,2004,18,19,ES,3.0,1,9,6,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,3.0,5.0,4,3.0,3.0,0,0,1,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,L,999,5.0,9.0,9.0,,05,9,9,9.0,
75126,0.2004190906,_A,2004,14,15,ES,0.0,1,9,1,2,4,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,7.0,0.0,4,6.0,3.0,1,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,2.0,0,L,999,4.0,9.0,9.0,,03,9,9,9.0,
75132,0.2585409322,_A,2004,23,24,ES,0.0,1,9,5,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,5.0,9,000-OWN COUNTRY,1996,99.0,1,1,9.0,40,40,,,97,,40.0,1,1,9.0,99,9,9999,99.0,9.0,9,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,9,2,9.0,1.0,,1,9.0,1,L,96,,,9.0,9.0,05,9,9,9.0,9.0
75137,0.2357825783,_A,2004,19,20,ES,0.0,1,9,1,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,1994,99.0,9.0,4,6.0,3.0,0,0,0,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,M,999,8.0,9.0,9.0,9.0,03,9,9,9.0,9.0
75165,0.1576683799,_A,2004,23,24,ES,0.0,1,9,4,2,6,2004,1,1,32.0,NO ANSWER,,005-EU28,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,9.0,5.0,4,2.0,2.0,0,0,1,1,0,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,2.0,0,L,999,4.0,9.0,9.0,,03,9,9,9.0,
75169,0.0990903411,_A,2004,25,26,ES,3.0,1,9,3,2,6,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2001,99.0,5.0,4,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,L,999,7.0,9.0,9.0,,03,9,9,9.0,
75179,0.1121249755,_A,2004,26,27,ES,3.0,1,9,1,2,6,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,12.0,5.0,4,3.0,2.0,1,0,0,0,0,0,0,0,0,0,,0,9.0,1,2,9.0,2.0,999.0,2,2.0,0,M,999,4.0,9.0,9.0,,03,9,9,9.0,
75212,0.4029232264,_A,2004,24,25,ES,0.0,1,9,6,2,6,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,1998,99.0,5.0,4,6.0,3.0,1,1,1,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,1.0,,2,3.0,1,L,999,8.0,9.0,9.0,,01,9,9,9.0,
75226,0.1704243503,_A,2004,26,27,ES,3.0,1,9,2,2,6,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,5.0,5.0,4,6.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,L,999,2.0,9.0,9.0,,04,9,9,9.0,
75237,0.0337954885,_A,2004,18,19,ES,3.0,1,9,1,2,4,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2002,12.0,5.0,4,3.0,3.0,1,0,0,1,0,1,0,0,0,1,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,M,999,5.0,9.0,9.0,,02,9,9,9.0,
75252,0.2532180726,_A,2004,16,17,ES,3.0,1,9,5,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2004,3.0,2,2,,6,6,,,97,1.0,40.0,1,1,9.0,99,9,9999,99.0,9.0,9,3.0,3.0,0,0,1,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,1,9.0,0,L,1,,,9.0,9.0,6+,9,9,9.0,9.0
75260,0.0731148812,_A,2004,18,19,ES,0.0,1,9,1,2,4,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,12.0,5.0,4,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,L,999,3.0,9.0,9.0,,04,9,9,9.0,
75266,0.2341023959,_A,2004,17,18,ES,3.0,1,9,1,2,4,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2000,99.0,5.0,4,6.0,3.0,1,0,0,0,0,0,0,0,0,0,0.0,0,9.0,2,2,9.0,2.0,999.0,3,9.0,0,L,999,8.0,9.0,9.0,,02,9,9,9.0,
75293,0.0875610937,_A,2004,17,18,ES,0.0,1,9,5,2,4,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2004,1.0,1,2,,35,28,,,12,0.0,35.0,1,1,9.0,99,9,9999,99.0,9.0,9,2.0,2.0,0,0,0,0,0,1,0,0,0,1,0.0,0,9.0,9,2,9.0,2.0,999.0,1,9.0,0,H,3,,,9.0,9.0,05,9,9,9.0,9.0
75295,0.1670668143,_A,2004,19,20,ES,0.0,1,9,1,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,1998,99.0,5.0,4,6.0,3.0,0,0,0,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,L,999,8.0,9.0,9.0,,04,9,9,9.0,
75327,0.786951366,_A,2004,17,18,ES,0.0,1,9,2,2,4,2004,1,2,32.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,3.0,1.0,0,0,1,1,1,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,L,999,,9.0,9.0,9.0,05,9,9,9.0,9.0
75336,0.4275300567,_A,2004,22,23,ES,0.0,1,9,1,2,5,2004,1,1,32.0,005-EU28,5.0,005-EU28,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,3.0,5.0,4,6.0,1.0,0,0,1,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,H,999,2.0,9.0,9.0,,03,9,9,9.0,
