,COEFF,QUARTER,REFYEAR,REFWEEK,INTWEEK,COUNTRY,DEGURBA,HHTYPE,HHINST,INTWAVE,INTQUEST,REM,YEAR,HHPRIV,SEX,AGE,NATIONAL,YEARESID,COUNTRYB,PROXY,NOWKREAS,STAPRO,SIGNISAL,COUNTRYW,YSTARTWK,MSTARTWK,FTPT,TEMP,TEMPDUR,HWUSUAL,HWACTUAL,HWOVERP,HWOVERPU,HOURREAS,WISHMORE,HWWISH,LOOKOJ,EXIST2J,STAPRO2J,HWACTUA2,EXISTPR,YEARPR,MONTHPR,STAPROPR,SEEKWORK,SEEKTYPE,SEEKDUR,METHODA,METHODB,METHODC,METHODD,METHODE,METHODF,METHODG,METHODH,METHODI,METHODJ,METHODK,METHODL,METHODM,WANTWORK,AVAILBLE,EDUCSTAT,EDUCLEVL,COURATT,COURLEN,ILOSTAT,ISCO1D,ISCOPR1D,DURUNE,EDUC4WN,HATLEV1D,STARTIME,LEAVCLAS,NACE1D,NACE2J1D,NACEPR1D,HATVOC,EDUCVOC,nace2j1d_g,nacepr1d_g
59966,0.0330938356,_A,2013,28,30.0,DK,3.0,1,9,3,2,7,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,0.0,9999.0,99,9,4,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,9.0,1,1.0,3.0,2.0,999.0,2.0,999.0,999.0,1.0,1.0,L,999.0,,9,9,9,9,9,9,9
59976,0.0995043068,_A,2013,39,40.0,DK,3.0,1,9,3,2,9,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2013.0,8,5,4,3,3,1,0,1,1,1,0,0,0,0,1,1,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,800.0,1.0,0.0,M,999.0,2.0,9,9,C,9,9,9,B
59993,0.056309623,_A,2013,26,28.0,DK,3.0,1,9,2,2,6,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2010.0,99.0,2.0,1.0,9.0,30.0,45.0,0,0,1.0,0.0,20.0,1.0,2.0,5,5.0,9.0,9999.0,99,9,9,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,9.0,9,2.0,9.0,2.0,999.0,1.0,500.0,999.0,9.0,0.0,M,36.0,,H,I,9,9,9,H,9
60019,0.0314491583,_A,2013,21,23.0,DK,3.0,1,9,2,2,5,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2013.0,6,5,4,5,3,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,1.0,3.0,2.0,999.0,2.0,999.0,500.0,1.0,1.0,L,999.0,1.0,9,9,I,9,9,9,H
60071,0.0246732694,_A,2013,52,1.0,DK,3.0,1,9,3,2,12,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2011.0,,2.0,1.0,9.0,2.0,2.0,0,0,97.0,1.0,10.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,9.0,2,1.0,2.0,2.0,999.0,1.0,900.0,999.0,9.0,1.0,L,36.0,,H,9,9,9,9,9,9
60113,0.1291002289,_A,2013,6,7.0,DK,3.0,1,9,1,2,2,2013,1,1.0,20.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2012.0,10,5,4,4,1,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,900.0,1.0,0.0,L,999.0,3.0,9,9,I,9,9,9,H
60136,,_A,2013,28,30.0,DK,3.0,1,9,4,2,7,2013,1,1.0,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,1982.0,99.0,1.0,1.0,9.0,37.0,40.0,3,0,12.0,0.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9,2.0,9.0,,999.0,1.0,800.0,999.0,9.0,,,372.0,,B,9,9,9,9,9,9
60140,0.0484975311,_A,2013,48,50.0,DK,0.0,1,9,2,2,11,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2011.0,8,5,4,3,1,0,0,1,1,1,1,0,0,0,0,1,1,0,9.0,1,2.0,9.0,1.0,36.0,2.0,999.0,200.0,1.0,1.0,H,999.0,7.0,9,9,J,9,9,9,H
60147,0.0190896065,_A,2013,7,8.0,DK,3.0,1,9,1,2,2,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,0.0,9999.0,99,9,4,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,9.0,1,1.0,2.0,2.0,999.0,2.0,999.0,999.0,1.0,1.0,L,999.0,,9,9,9,9,9,9,9
60167,0.0517174087,_A,2013,18,20.0,DK,0.0,1,9,3,2,5,2013,1,2.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2003.0,99.0,2.0,1.0,9.0,25.0,25.0,0,0,97.0,1.0,30.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,5,2,0,0,0,1,1,1,1,0,0,1,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,200.0,999.0,9.0,0.0,H,120.0,,H,9,9,9,9,9,9
60171,0.0734777214,_A,2013,49,51.0,DK,0.0,1,9,3,2,12,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2011.0,11,5,4,3,3,0,0,1,1,1,1,1,0,0,1,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,500.0,3.0,0.0,M,999.0,7.0,9,9,J,9,9,9,H
60214,0.0387536942,_A,2013,41,42.0,DK,0.0,1,9,2,2,10,2013,1,1.0,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,7,5.0,4,000-OWN COUNTRY,2009.0,99.0,1.0,1.0,9.0,34.0,0.0,0,0,99.0,0.0,34.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,2,3,0,0,0,1,1,1,0,0,0,0,0,0,0,9.0,9,2.0,9.0,2.0,999.0,1.0,800.0,999.0,9.0,0.0,L,48.0,,B,9,9,9,9,9,9
60251,0.1566890327,_A,2013,41,43.0,DK,0.0,1,9,1,2,10,2013,1,2.0,32.0,NO ANSWER,,NO ANSWER,1.0,99,5.0,9,000-OWN COUNTRY,2013.0,10.0,2.0,2.0,,10.0,15.0,0,0,16.0,1.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,3,2,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,1.0,37.0,1.0,500.0,999.0,9.0,1.0,M,0.0,,H,9,9,9,9,9,9
60267,0.0431489393,_A,2013,40,41.0,DK,0.0,1,9,4,2,10,2013,1,2.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2013.0,1.0,2.0,2.0,5.0,28.0,16.0,0,0,7.0,1.0,30.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,500.0,999.0,9.0,0.0,L,9.0,,H,9,9,9,9,9,9
60270,0.032922656,_A,2013,40,41.0,DK,0.0,1,9,2,2,10,2013,1,2.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,4,5.0,9,000-OWN COUNTRY,2004.0,99.0,1.0,1.0,9.0,37.0,0.0,0,0,99.0,0.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,2,2,0,0,1,0,1,1,0,0,0,0,0,0,1,9.0,9,2.0,9.0,2.0,999.0,1.0,200.0,999.0,9.0,0.0,H,108.0,,H,9,9,9,9,9,9
60293,0.0194216247,_A,2013,14,16.0,DK,0.0,1,9,4,2,4,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,0.0,9999.0,99,9,4,4,1,0,0,1,0,1,1,1,0,0,0,0,0,0,9.0,2,1.0,3.0,2.0,999.0,3.0,999.0,999.0,9.0,1.0,L,999.0,,9,9,9,9,9,9,9
60314,0.0173861015,_A,2013,11,13.0,DK,0.0,1,9,1,2,3,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2011.0,11,5,4,5,3,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,2,1.0,3.0,2.0,999.0,3.0,999.0,500.0,9.0,1.0,L,999.0,5.0,9,9,G,9,9,9,G
60317,0.0397842381,_A,2013,39,41.0,DK,3.0,1,9,3,2,9,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2010.0,99.0,1.0,1.0,9.0,32.0,34.0,2,0,16.0,0.0,37.0,1.0,2.0,5,8.0,9.0,9999.0,99,9,9,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0,9.0,9,2.0,9.0,1.0,74.0,1.0,800.0,999.0,9.0,1.0,L,36.0,,B,H,9,9,9,H,9
60352,0.0712204597,_A,2013,12,13.0,DK,0.0,1,9,1,2,3,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2010.0,99.0,1.0,2.0,7.0,37.0,14.0,0,0,8.0,0.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,9,1.0,3.0,1.0,10.0,1.0,600.0,999.0,9.0,1.0,M,36.0,,H,9,9,9,9,9,9
60393,0.0429235655,_A,2013,40,42.0,DK,3.0,1,9,2,2,10,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2010.0,99,5,4,4,1,0,0,1,1,1,1,0,0,0,1,0,0,0,9.0,1,1.0,5.0,2.0,999.0,2.0,999.0,400.0,1.0,1.0,H,999.0,7.0,9,9,P,9,9,9,H
60399,0.0241809534,_A,2013,18,19.0,DK,3.0,1,9,3,2,5,2013,1,2.0,32.0,NO ANSWER,,NO ANSWER,1.0,99,5.0,9,000-OWN COUNTRY,2010.0,99.0,1.0,1.0,9.0,37.0,20.0,0,0,11.0,0.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,9.0,9,2.0,9.0,2.0,999.0,1.0,100.0,999.0,9.0,0.0,H,36.0,,H,9,9,9,9,9,9
60427,0.0303331197,_A,2013,52,2.0,DK,0.0,1,9,3,2,12,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2013.0,11,5,4,3,2,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,1.0,74.0,2.0,999.0,800.0,1.0,1.0,L,999.0,2.0,9,9,C,9,9,9,B
60430,0.0338663892,_A,2013,8,10.0,DK,3.0,1,9,4,2,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2010.0,99,5,4,3,1,1,0,1,1,0,1,1,0,0,1,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,900.0,1.0,0.0,L,999.0,7.0,9,9,H,9,9,9,H
60458,0.0786335197,_A,2013,51,1.0,DK,0.0,1,9,2,2,12,2013,1,2.0,32.0,005-EU28,5.0,005-EU28,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2013.0,5,5,4,4,2,1,0,1,0,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,1.0,45.0,2.0,999.0,900.0,2.0,1.0,,999.0,4.0,9,9,,9,9,9,
60460,0.0445345386,_A,2013,7,8.0,DK,0.0,1,9,3,2,2,2013,1,1.0,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2012.0,9,5,4,3,2,1,0,1,1,1,1,1,0,0,1,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,300.0,1.0,0.0,H,999.0,3.0,9,9,,9,9,9,
60518,,_A,2013,21,23.0,DK,3.0,1,9,4,2,5,2013,1,1.0,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,,9999.0,99,9,4,2,1,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,,999.0,2.0,999.0,999.0,1.0,,,999.0,,9,9,9,9,9,9,9
60533,,_A,2013,15,17.0,DK,0.0,1,9,4,2,4,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2009.0,99.0,2.0,1.0,9.0,10.0,17.0,0,0,11.0,1.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,9.0,2,1.0,,,999.0,1.0,,999.0,9.0,1.0,,48.0,,G,9,9,9,9,9,9
60537,0.0224036399,_A,2013,15,16.0,DK,0.0,1,9,3,2,4,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,0.0,9999.0,99,9,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0,2,1.0,3.0,2.0,999.0,3.0,999.0,999.0,9.0,1.0,L,999.0,,9,9,9,9,9,9,9
60548,0.0539853125,_A,2013,12,14.0,DK,0.0,1,9,1,2,3,2013,1,2.0,32.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,0.0,9999.0,99,9,4,2,2,0,0,0,1,1,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,1.0,64.0,2.0,999.0,999.0,2.0,1.0,M,999.0,,9,9,9,9,9,9,9
60571,0.0273129872,_A,2013,46,47.0,DK,3.0,1,9,2,2,11,2013,1,1.0,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2013.0,3,5,4,3,2,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,200.0,2.0,0.0,H,999.0,4.0,9,9,Q,9,9,9,H
60572,0.0239013069,_A,2013,39,41.0,DK,0.0,1,9,4,2,9,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2013.0,6.0,1.0,1.0,9.0,20.0,20.0,0,0,97.0,0.0,10.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,9,1.0,3.0,2.0,999.0,1.0,900.0,999.0,9.0,1.0,L,3.0,,H,9,9,9,9,9,9
60578,0.0531333335,_A,2013,32,33.0,DK,0.0,1,9,4,2,8,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2010.0,99.0,1.0,1.0,9.0,37.0,34.0,0,0,4.0,1.0,45.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,9.0,1,2.0,9.0,1.0,30.0,1.0,200.0,999.0,9.0,1.0,H,36.0,,H,9,9,9,9,9,9
60614,0.0957479532,_A,2013,50,52.0,DK,0.0,1,9,4,2,12,2013,1,2.0,47.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2013.0,10,5,4,3,1,1,0,0,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,400.0,1.0,0.0,,999.0,2.0,9,9,S,9,9,9,H
60631,0.0452825248,_A,2013,19,20.0,DK,0.0,1,9,3,2,5,2013,1,2.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2011.0,11,5,4,4,2,1,0,0,1,0,0,0,0,0,0,1,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,600.0,2.0,0.0,L,999.0,6.0,9,9,A,9,9,9,A
60638,0.0601045991,_A,2013,18,19.0,DK,0.0,1,9,3,2,5,2013,1,2.0,32.0,005-EU28,5.0,005-EU28,1.0,99,5.0,9,000-OWN COUNTRY,2011.0,11.0,2.0,1.0,9.0,20.0,25.0,0,0,1.0,1.0,25.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,3,3,0,0,0,1,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,900.0,999.0,9.0,0.0,,18.0,,H,9,9,9,9,9,9
60666,0.0155451508,_A,2013,21,22.0,DK,3.0,1,9,3,2,5,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,,99.0,2.0,9.0,9.0,14.0,5.0,99,99,7.0,1.0,15.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,1,1.0,2.0,1.0,30.0,1.0,900.0,999.0,9.0,1.0,L,,,A,9,9,9,9,9,9
60671,0.0229565687,_A,2013,33,34.0,DK,0.0,1,9,3,2,8,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,0.0,9999.0,99,9,4,5,1,0,0,1,1,0,0,0,0,0,1,0,0,0,9.0,1,3.0,5.0,1.0,4.0,2.0,999.0,999.0,1.0,1.0,M,999.0,,9,9,9,9,9,9,9
60672,,_A,2013,24,25.0,DK,0.0,1,9,4,2,6,2013,1,2.0,47.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,,9999.0,99,9,4,2,2,1,0,0,0,0,1,0,0,0,1,0,0,0,9.0,2,1.0,,,999.0,3.0,999.0,999.0,9.0,1.0,,999.0,,9,9,9,9,9,9,9
60673,0.0788320113,_A,2013,44,46.0,DK,3.0,1,9,3,2,10,2013,1,1.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2013.0,5.0,1.0,1.0,9.0,36.0,36.0,0,0,97.0,1.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,2,3,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,700.0,999.0,9.0,0.0,M,5.0,,A,9,9,9,9,9,9
60675,0.0760048546,_A,2013,29,31.0,DK,0.0,1,9,4,2,7,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2013.0,1.0,2.0,1.0,9.0,30.0,30.0,0,0,97.0,0.0,30.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,4,1,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,9,2.0,9.0,1.0,16.0,1.0,500.0,999.0,9.0,1.0,M,6.0,,H,9,9,9,9,9,9
60703,0.0258991429,_A,2013,24,26.0,DK,3.0,1,9,3,2,6,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,0.0,9999.0,99,9,4,5,2,0,0,1,1,0,0,0,0,0,0,0,0,0,9.0,1,1.0,3.0,1.0,30.0,2.0,999.0,999.0,2.0,1.0,L,999.0,,9,9,9,9,9,9,9
60736,0.073779981,_A,2013,35,37.0,DK,3.0,1,9,3,2,8,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2013.0,7,5,4,3,1,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,500.0,1.0,0.0,M,999.0,2.0,9,9,R,9,9,9,H
60753,0.031839682,_A,2013,7,8.0,DK,3.0,1,9,2,2,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,0.0,9999.0,99,9,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0,1,1.0,2.0,2.0,999.0,2.0,999.0,999.0,1.0,1.0,L,999.0,,9,9,9,9,9,9,9
60839,0.0741149485,_A,2013,34,35.0,DK,3.0,1,9,2,2,8,2013,1,1.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2010.0,99,5,4,3,1,1,0,1,1,1,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,400.0,1.0,0.0,H,999.0,7.0,9,9,C,9,9,9,B
60913,0.0229240187,_A,2013,34,36.0,DK,0.0,1,9,2,2,8,2013,1,2.0,20.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,0.0,9999.0,99,9,4,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,9.0,1,1.0,2.0,2.0,999.0,2.0,999.0,999.0,1.0,1.0,L,999.0,,9,9,9,9,9,9,9
60933,0.0219687971,_A,2013,38,40.0,DK,0.0,1,9,3,2,9,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,,99.0,1.0,1.0,9.0,30.0,30.0,0,0,97.0,1.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,3,1,0,0,1,1,1,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,1.0,48.0,1.0,,999.0,9.0,1.0,M,,,,9,9,9,9,9,9
60950,0.0266542227,_A,2013,2,3.0,DK,3.0,1,9,4,2,1,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,1,5.0,4,000-OWN COUNTRY,2012.0,,2.0,1.0,9.0,20.0,0.0,0,0,99.0,0.0,20.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,5,1,0,0,0,1,1,1,0,0,0,0,0,0,0,9.0,9,1.0,3.0,1.0,7.0,1.0,500.0,999.0,9.0,1.0,L,13.0,,H,9,9,9,9,9,9
60953,,_A,2013,2,4.0,DK,0.0,1,9,4,2,1,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,,9999.0,99,9,4,5,1,0,0,0,1,1,1,0,0,0,0,0,0,0,9.0,1,1.0,,,999.0,2.0,999.0,999.0,1.0,1.0,,999.0,,9,9,9,9,9,9,9
60955,0.027969937,_A,2013,38,39.0,DK,3.0,1,9,1,2,9,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,0.0,9999.0,99,9,4,5,1,0,0,1,0,1,1,0,0,0,1,0,0,0,9.0,1,1.0,2.0,2.0,999.0,2.0,999.0,999.0,1.0,1.0,L,999.0,,9,9,9,9,9,9,9
60966,0.0370543034,_A,2013,46,47.0,DK,3.0,1,9,3,2,11,2013,1,2.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2004.0,99.0,1.0,1.0,9.0,37.0,37.0,0,0,97.0,0.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0,9,2.0,9.0,1.0,16.0,1.0,200.0,999.0,9.0,1.0,H,108.0,,H,9,9,9,9,9,9
